Chrom,Start,End,REL_217	REL_607	
NC_012967,931894,932159	0.9584906	0.7396227
NC_012967,932163,932299	0.8750000	0.8161765
NC_012967,932305,933768	0.9849624	0.9829118
NC_012967,933780,933860	0.8875000	0.6250000
NC_012967,933865,934203	0.8905326	0.9289941
NC_012967,934205,936289	0.9097888	0.9544146
NC_012967,936302,937818	0.9201847	0.8568602
NC_012967,937820,938794	0.8644764	0.9835729
NC_012967,938805,940136	0.9661908	0.9737040
NC_012967,940141,942673	0.9514218	0.9214060
NC_012967,942674,942812	0.5289855	0.9202899
NC_012967,942836,945928	0.9835058	0.9256145
NC_012967,945940,946021	1.0000000	0.8888889
NC_012967,946054,946137	0.8795181	0.4337350
NC_012967,946140,948023	0.9500797	0.9224641
NC_012967,948028,948584	0.9892086	0.8291367
NC_012967,948587,951109	0.9738303	0.9417129
NC_012967,951131,951476	0.8000000	0.9043478
NC_012967,951478,951707	0.8602620	0.9650655
NC_012967,951713,952623	0.9340659	0.9967033
NC_012967,952624,952698	0.3513514	1.0000000
NC_012967,952706,955137	0.9288359	0.9777869
NC_012967,955142,955256	0.7368421	0.8421053
NC_012967,955263,956458	0.9631799	0.8476987
NC_012967,956466,958647	0.9573590	0.9367263
NC_012967,958672,964224	0.9375000	0.9547911
NC_012967,964227,965541	0.8911720	0.9817352
NC_012967,965544,968004	0.9719512	0.9715447
NC_012967,968016,968183	0.7425150	0.8862275
NC_012967,968214,971714	0.9637143	0.9731429
NC_012967,971715,974359	0.9368382	0.9500756
NC_012967,974362,974525	0.8957055	0.9877301
NC_012967,974529,976826	0.9647366	0.9643013
NC_012967,976829,979220	0.9523212	0.9180259
NC_012967,979229,982185	0.9644790	0.9749662
NC_012967,982206,988086	0.9619048	0.9857143
NC_012967,988089,990224	0.9686183	0.9470726
NC_012967,990230,991742	0.8630952	0.9616402
NC_012967,991745,994635	0.9121107	0.9349481
NC_012967,994642,1004059	0.9707975	0.9558246
NC_012967,1004063,1005023	0.9770833	0.9197916
NC_012967,1005029,1008178	0.9568117	0.9812639
NC_012967,1008179,1012004	0.9759477	0.9409150
NC_012967,1012012,1012390	0.9708995	0.8386244
NC_012967,1012392,1013721	0.9164786	0.9495862
NC_012967,1013742,1014694	0.9117647	0.9306723
NC_012967,1014704,1014767	0.9841270	0.9682540
NC_012967,1014804,1014876	1.0000000	0.8611111
NC_012967,1014895,1016144	0.9455565	0.9751801
NC_012967,1016149,1017468	0.9476876	0.9598181
NC_012967,1017487,1018093	0.9323432	0.8762376
NC_012967,1018095,1019761	0.9639856	0.9597839
NC_012967,1019762,1020406	0.9052795	0.8664596
NC_012967,1020407,1020504	0.5670103	0.7319587
NC_012967,1020515,1021801	0.9688958	0.9587870
NC_012967,1021806,1021936	0.9461538	1.0000000
NC_012967,1021941,1024529	0.9350850	0.9323802
NC_012967,1024532,1029394	0.9496092	0.9273961
NC_012967,1029407,1030725	0.9704097	0.9476479
NC_012967,1030730,1040060	0.9554126	0.9478028
NC_012967,1040068,1042245	0.9173174	0.9154800
NC_012967,1042250,1042938	0.9389535	0.9520349
NC_012967,1042939,1045138	0.9217826	0.9249659
NC_012967,1045142,1045787	0.8852713	0.9612403
NC_012967,1045788,1046648	0.9081395	0.9209302
NC_012967,1046669,1046751	0.9146342	0.9146342
NC_012967,1046759,1046861	0.6666667	0.9411765
NC_012967,1046867,1049307	0.9430328	0.9647541
NC_012967,1049323,1050827	0.9128990	0.8869681
NC_012967,1050834,1050907	0.9178082	0.9452055
NC_012967,1050919,1050980	0.7868853	0.4426230
NC_012967,1051009,1053295	0.9505687	0.9391951
NC_012967,1053302,1054507	0.9568465	0.8780083
NC_012967,1054511,1054573	1.0000000	0.5806451
NC_012967,1054581,1057994	0.9563434	0.9118078
NC_012967,1058001,1063013	0.9690742	0.9487231
NC_012967,1063036,1063146	0.8454546	0.8090909
NC_012967,1063163,1065581	0.9102564	0.9367245
NC_012967,1065591,1069198	0.8927086	0.9731079
NC_012967,1069199,1073378	0.9801388	0.9277339
NC_012967,1073389,1074376	0.8966565	0.9726444
NC_012967,1074377,1075638	0.9167327	0.9912767
NC_012967,1075655,1079219	0.9612795	0.9278900
NC_012967,1079230,1079330	0.8900000	0.7700000
NC_012967,1079340,1079418	1.0000000	0.9743590
NC_012967,1079423,1080121	0.9699140	0.8796561
NC_012967,1080129,1080783	0.9036697	0.9954128
NC_012967,1080788,1085219	0.9517039	0.9584744
NC_012967,1085221,1085694	0.9133192	0.8773785
NC_012967,1085704,1085782	0.4615385	0.7307692
NC_012967,1085796,1087169	0.9067735	0.9417334
NC_012967,1087173,1087561	0.9871134	0.8170103
NC_012967,1087562,1087652	0.7111111	0.7000000
NC_012967,1087659,1089568	0.9172342	0.9004714
NC_012967,1089569,1090775	0.8830846	0.8830846
NC_012967,1090778,1091876	0.9480875	0.8469945
NC_012967,1091897,1093225	0.9728916	0.8606928
NC_012967,1093242,1093963	0.9930652	0.9056866
NC_012967,1093974,1094881	0.9426681	0.8511577
NC_012967,1094894,1096118	0.9820262	0.8684641
NC_012967,1096121,1097105	0.9644309	0.9024390
NC_012967,1097107,1097203	0.6354167	0.7500000
NC_012967,1097236,1098173	0.9647812	0.9274279
NC_012967,1098184,1098514	0.7090909	0.9666666
NC_012967,1098527,1099310	0.9808429	0.9680715
NC_012967,1099311,1100638	0.9917106	0.9593067
NC_012967,1100640,1102773	0.9568682	0.9812471
NC_012967,1102774,1107782	0.9512780	0.9666533
NC_012967,1107788,1108490	0.9458690	0.9658120
NC_012967,1108505,1108838	0.9939940	0.8648649
NC_012967,1108844,1110631	0.9541131	0.9507555
NC_012967,1111673,1111711	0.9473684	0.9473684
NC_012967,1111718,1111754	1.0000000	0.5833333
NC_012967,1111766,1111877	0.9009009	0.6846847
NC_012967,1111888,1111988	0.8100000	0.5600000
NC_012967,1111996,1112080	0.6785714	1.0000000
NC_012967,1112082,1112149	0.5373135	0.8507463
NC_012967,1112150,1112943	0.9911728	0.9873897
NC_012967,1112948,1115311	0.9572577	0.9492171
NC_012967,1115313,1120544	0.9640604	0.9600459
NC_012967,1120547,1129728	0.9564317	0.9326870
NC_012967,1129736,1130225	0.8302658	0.9141104
NC_012967,1130226,1130874	0.9953704	0.9228395
NC_012967,1130881,1134716	0.9585398	0.9739244
NC_012967,1134717,1135734	0.9469026	0.8908554
NC_012967,1135737,1136641	0.8960177	0.9612832
NC_012967,1136644,1138094	0.9206896	0.9289655
NC_012967,1138099,1138183	1.0000000	0.5119048
NC_012967,1138185,1139839	0.9703748	0.9153567
NC_012967,1139842,1141078	0.9757282	0.9603560
NC_012967,1141082,1141544	0.9502165	0.9675325
NC_012967,1141545,1142643	0.9881603	0.8551912
NC_012967,1142654,1143426	0.9287565	0.9572539
NC_012967,1143435,1143902	0.8522484	0.9571735
NC_012967,1143903,1145573	0.9329341	0.9532934
NC_012967,1145587,1147262	0.9540299	0.8537313
NC_012967,1147264,1151461	0.9725994	0.9480581
NC_012967,1151462,1151498	1.0000000	0.0000000
NC_012967,1151507,1151948	0.9841270	0.9954649
NC_012967,1151954,1155051	0.9638360	0.9476913
NC_012967,1155054,1155854	0.9725000	0.9200000
NC_012967,1155896,1157128	0.9431818	0.9358766
NC_012967,1157146,1157583	0.9885584	0.9107552
NC_012967,1157588,1157893	1.0000000	0.7278689
NC_012967,1157899,1159309	0.8730496	0.9255319
NC_012967,1159318,1163163	0.9615085	0.9552666
NC_012967,1163174,1164440	0.9865719	0.9502370
NC_012967,1164467,1164541	1.0000000	0.6621622
NC_012967,1164546,1166444	0.9457324	0.9578504
NC_012967,1166460,1167701	0.9572925	0.9468171
NC_012967,1167726,1167838	0.6875000	0.9910714
NC_012967,1167840,1180443	0.9385861	0.9474728
NC_012967,1180448,1180547	0.7979798	1.0000000
NC_012967,1180566,1181700	0.9559083	0.9497355
NC_012967,1181706,1181804	0.7346939	1.0000000
NC_012967,1181807,1184775	0.9676550	0.9373316
NC_012967,1184784,1185231	0.8791946	0.8881432
NC_012967,1185244,1185728	0.8884298	0.9752066
NC_012967,1185738,1186899	0.8492679	0.9388458
NC_012967,1186903,1188068	0.9184549	0.8609442
NC_012967,1188073,1189687	0.9727386	0.9467162
NC_012967,1189690,1190330	0.9687500	0.9187500
NC_012967,1190335,1191528	0.9094719	0.9530595
NC_012967,1191531,1193645	0.9385052	0.9574267
NC_012967,1193650,1193736	0.7906977	0.9883721
NC_012967,1193740,1193776	1.0000000	0.0000000
NC_012967,1194255,1194314	0.6101695	0.6101695
NC_012967,1194317,1195639	0.9077156	0.9364599
NC_012967,1195640,1195743	0.7766990	1.0000000
NC_012967,1195749,1196764	0.9793103	0.9536946
NC_012967,1196787,1198960	0.9792913	0.9061206
NC_012967,1198964,1200826	0.9650913	0.9006445
NC_012967,1200827,1203278	0.9473684	0.9281926
NC_012967,1203285,1203333	0.8958333	0.9375000
NC_012967,1203335,1204570	0.9595141	0.9684210
NC_012967,1204575,1205929	0.9948301	0.8943870
NC_012967,1205938,1207435	0.9879760	0.8984636
NC_012967,1207441,1209218	0.9285312	0.9471018
NC_012967,1209221,1216684	0.9481442	0.9611416
NC_012967,1216691,1226016	0.9586059	0.9628955
NC_012967,1226017,1232760	0.9426072	0.9722675
NC_012967,1232768,1233649	0.9205449	0.8774120
NC_012967,1233652,1236836	0.9582286	0.9563442
NC_012967,1236839,1236934	0.9263158	1.0000000
NC_012967,1236953,1237544	0.9746193	0.7986464
NC_012967,1237558,1238769	0.8777869	0.9818332
NC_012967,1238770,1240847	0.9181512	0.9147809
NC_012967,1240875,1241008	0.8796992	0.8646616
NC_012967,1241011,1243549	0.9680851	0.9389283
NC_012967,1243581,1245337	0.9538724	0.9037585
NC_012967,1245343,1246667	0.9539275	0.9690332
NC_012967,1246686,1246810	0.9435484	0.9032258
NC_012967,1246814,1248894	0.9379808	0.9240385
NC_012967,1248911,1249957	0.9435946	0.9063097
NC_012967,1249964,1250385	0.9738717	0.8931116
NC_012967,1250413,1251177	0.8952879	0.8730366
NC_012967,1251178,1251479	0.9136212	0.9435216
NC_012967,1251483,1254129	0.9708995	0.9750567
NC_012967,1254144,1254691	0.9798903	0.8628885
NC_012967,1254708,1254812	0.7403846	0.9903846
NC_012967,1254820,1255996	0.9931973	0.9557823
NC_012967,1255999,1260026	0.9649863	0.9637447
NC_012967,1260041,1260160	0.9747899	0.7899160
NC_012967,1260163,1260455	0.9212329	0.9726027
NC_012967,1260462,1260774	0.9615384	0.9935898
NC_012967,1260785,1264811	0.9413810	0.9600099
NC_012967,1264816,1266922	0.9145299	0.9396961
NC_012967,1266927,1268614	0.9561352	0.9229401
NC_012967,1268615,1269018	0.8436725	0.8957816
NC_012967,1269023,1269250	0.9911894	0.7004405
NC_012967,1269271,1269429	0.8924051	0.4556962
NC_012967,1269432,1269828	0.8838384	0.8181818
NC_012967,1269873,1270474	0.8103161	0.8202995
NC_012967,1270485,1270592	1.0000000	0.6822430
NC_012967,1270615,1272082	0.9393319	0.9597819
NC_012967,1272085,1275655	0.9470588	0.9560224
NC_012967,1275674,1279316	0.9552444	0.9467326
NC_012967,1279353,1280184	0.9590855	0.8892900
NC_012967,1280185,1282757	0.9556765	0.8856921
NC_012967,1282769,1283280	0.8688846	1.0000000
NC_012967,1283293,1283963	0.9925373	0.9223881
NC_012967,1283965,1284040	0.8800000	0.5866666
NC_012967,1284042,1285642	0.9293750	0.9181250
NC_012967,1285645,1285775	1.0000000	0.6769231
NC_012967,1285778,1288235	0.9153439	0.9442409
NC_012967,1288249,1289384	0.9497797	0.9568282
NC_012967,1289388,1291582	0.9457611	0.9494075
NC_012967,1291593,1295005	0.9695193	0.9548652
NC_012967,1295006,1296756	0.9691429	0.9571428
NC_012967,1296761,1296984	0.8520179	0.8699552
NC_012967,1296986,1302101	0.9620723	0.9612903
NC_012967,1302107,1308203	0.9542323	0.9645669
NC_012967,1308208,1310987	0.9359482	0.9057215
NC_012967,1310993,1311588	0.9781513	0.8873950
NC_012967,1311596,1311702	0.9150943	0.8773585
NC_012967,1311703,1312264	0.8573975	0.8270945
NC_012967,1312277,1312553	0.8768116	1.0000000
NC_012967,1312563,1314931	0.9607264	0.9370777
NC_012967,1314933,1315236	0.9768977	0.9405941
NC_012967,1315237,1316163	0.8974082	0.9254860
NC_012967,1316170,1317732	0.9417413	0.9167734
NC_012967,1317738,1317793	0.8727273	0.9272727
NC_012967,1317811,1318029	0.6055046	0.8256881
NC_012967,1318032,1318097	1.0000000	0.9384615
NC_012967,1318144,1318191	0.5957447	0.8723404
NC_012967,1318245,1318281	1.0000000	0.0000000
NC_012967,1318286,1322813	0.9628893	0.8963994
NC_012967,1322815,1322847	1.0000000	0.0000000
NC_012967,1323367,1323392	0.0000000	1.0000000
NC_012967,1323394,1324835	0.9111728	0.9750174
NC_012967,1324856,1324916	0.8333333	0.6000000
NC_012967,1324920,1325018	0.8979592	0.8673469
NC_012967,1325020,1330068	0.9637480	0.9461173
NC_012967,1330076,1331290	0.9464580	0.9481055
NC_012967,1331310,1335253	0.9457266	0.9776820
NC_012967,1335259,1336503	0.8963022	0.9147910
NC_012967,1336505,1337556	0.9343482	0.9733587
NC_012967,1337573,1339223	0.9212121	0.9466667
NC_012967,1339228,1339576	1.0000000	0.9281609
NC_012967,1339583,1341216	0.8793631	0.9650949
NC_012967,1341232,1343530	0.9090514	0.9299391
NC_012967,1343534,1344705	0.9829206	0.9333903
NC_012967,1344733,1348565	0.9645094	0.9652923
NC_012967,1348572,1348799	1.0000000	0.9603524
NC_012967,1348821,1349396	0.9634783	0.9739130
NC_012967,1349400,1351849	0.9375255	0.9338505
NC_012967,1351864,1352695	0.9482551	0.8772563
NC_012967,1352697,1354808	0.9431549	0.9180483
NC_012967,1354819,1354885	1.0000000	0.5909091
NC_012967,1354888,1356678	0.9659218	0.9379888
NC_012967,1356688,1357255	0.9717813	0.7231041
NC_012967,1357256,1357430	0.7643678	0.9425287
NC_012967,1357440,1360835	0.9422680	0.9614139
NC_012967,1360844,1360970	1.0000000	0.8730159
NC_012967,1360971,1361250	0.9103943	0.9677419
NC_012967,1361260,1361684	0.9009434	0.7500000
NC_012967,1361686,1361868	1.0000000	0.8461539
NC_012967,1361883,1362813	0.8784946	0.8924731
NC_012967,1362816,1363943	0.9618456	0.8704525
NC_012967,1363951,1364024	0.7808219	1.0000000
NC_012967,1364029,1364744	0.7958042	0.9776224
NC_012967,1364747,1366112	0.9531136	0.9538462
NC_012967,1366119,1367883	0.9591837	0.9387755
NC_012967,1367886,1371558	0.9545207	0.9545207
NC_012967,1371559,1371928	0.8238482	0.8157182
NC_012967,1371931,1373349	0.9435825	0.9118477
NC_012967,1373351,1373988	0.9262167	0.9105181
NC_012967,1373989,1374962	0.8725591	0.9424461
NC_012967,1374969,1377267	0.9786771	0.9120975
NC_012967,1377268,1382219	0.9488992	0.9406180
NC_012967,1382223,1383097	0.9610984	0.9221968
NC_012967,1383102,1383156	0.6666667	0.7962963
NC_012967,1383164,1387554	0.9665148	0.9214123
NC_012967,1387558,1390411	0.9660007	0.8780231
NC_012967,1390415,1390549	0.7611941	0.7611941
NC_012967,1390553,1391755	0.9392679	0.9342762
NC_012967,1391764,1392629	0.9468208	0.9352601
NC_012967,1392643,1394704	0.9267346	0.9902959
NC_012967,1394712,1396648	0.9674587	0.9633265
NC_012967,1396652,1399988	0.9607314	0.9595324
NC_012967,1399992,1402457	0.9744422	0.9578093
NC_012967,1402458,1402843	0.9116883	0.9116883
NC_012967,1402846,1406847	0.9527618	0.9592602
NC_012967,1406855,1410117	0.9644390	0.9484978
NC_012967,1410126,1410201	0.9066667	0.9733334
NC_012967,1410211,1412937	0.9724872	0.9409391
NC_012967,1412942,1420565	0.9666798	0.9636626
NC_012967,1420567,1420655	0.7840909	1.0000000
NC_012967,1420659,1421982	0.9259259	0.9183673
NC_012967,1422148,1424664	0.9733704	0.9487281
NC_012967,1424675,1424827	0.5921053	1.0000000
NC_012967,1424831,1425013	0.5989011	0.8956044
NC_012967,1425039,1425093	0.6666667	0.7962963
NC_012967,1425132,1425188	0.9642857	1.0000000
NC_012967,1425202,1425303	0.9900990	0.4059406
NC_012967,1425308,1425520	1.0000000	0.8066038
NC_012967,1425538,1425631	1.0000000	0.4731183
NC_012967,1425667,1425773	0.9245283	0.6792453
NC_012967,1425785,1425827	0.8571429	0.8571429
NC_012967,1425854,1425934	0.8125000	0.8500000
NC_012967,1425942,1426081	0.8633093	0.9640288
NC_012967,1426131,1426167	0.0000000	1.0000000
NC_012967,1426213,1431480	0.9675337	0.9039301
NC_012967,1431485,1431988	0.9821073	0.9821073
NC_012967,1431991,1434227	0.9637746	0.9508050
NC_012967,1434250,1435237	0.9766971	0.9655522
NC_012967,1435241,1436348	0.9674796	0.9539295
NC_012967,1436351,1439692	0.9667764	0.9422328
NC_012967,1439711,1439995	0.8415493	0.9683099
NC_012967,1440009,1440064	0.6545454	1.0000000
NC_012967,1440077,1442066	0.9834087	0.9421820
NC_012967,1442067,1442696	0.9872814	0.9125596
NC_012967,1442698,1442752	1.0000000	0.6666667
NC_012967,1443762,1445113	0.9829756	0.9185788
NC_012967,1445121,1447455	0.9528706	0.9832905
NC_012967,1447456,1448840	0.9833815	0.8966763
NC_012967,1448843,1449647	0.8868159	0.9676617
NC_012967,1449650,1450652	0.9960080	0.9660679
NC_012967,1450654,1452825	0.9659143	0.9801934
NC_012967,1452839,1458021	0.9697028	0.9145118
NC_012967,1458036,1459005	0.9267286	0.9246646
NC_012967,1459009,1460284	0.9349020	0.9654902
NC_012967,1460817,1460930	0.8938053	0.7699115
NC_012967,1460931,1464090	0.9860715	0.8964862
NC_012967,1464126,1465162	0.9527027	0.8899614
NC_012967,1465170,1467039	0.9604067	0.9604067
NC_012967,1467044,1468305	0.8802538	0.9801745
NC_012967,1468309,1469497	0.9814815	0.9452862
NC_012967,1469508,1470009	0.9900200	0.9520958
NC_012967,1470015,1474050	0.9643123	0.9298637
NC_012967,1474053,1476363	0.9497836	0.8852814
NC_012967,1476368,1478303	0.9813954	0.9596899
NC_012967,1478318,1478354	0.0000000	1.0000000
NC_012967,1478356,1480749	0.9611366	0.9665692
NC_012967,1480751,1483022	0.8767063	0.9401145
NC_012967,1483023,1484186	0.9724849	0.9767842
NC_012967,1484192,1484765	0.9214660	0.9720768
NC_012967,1484769,1484910	0.4609929	1.0000000
NC_012967,1484911,1485658	0.9477912	0.9812584
NC_012967,1485663,1486759	0.9406934	0.9023722
NC_012967,1486762,1490217	0.9890015	0.9230101
NC_012967,1490234,1490665	0.9721578	0.9257541
NC_012967,1490671,1491272	0.8985025	0.9750416
NC_012967,1491277,1495794	0.9634714	0.9572725
NC_012967,1495815,1496095	0.7964286	0.9250000
NC_012967,1496111,1496198	1.0000000	0.9080459
NC_012967,1496200,1496539	1.0000000	0.8908554
NC_012967,1496544,1498193	0.9684657	0.9708915
NC_012967,1498280,1498378	1.0000000	0.3673469
NC_012967,1498388,1498603	0.8883721	0.9534883
NC_012967,1498627,1498684	0.7894737	0.6315789
NC_012967,1498698,1498754	0.9107143	0.6428571
NC_012967,1498780,1498899	1.0000000	0.6974790
NC_012967,1498921,1499116	1.0000000	0.2923077
NC_012967,1499188,1499233	0.8000000	0.8000000
NC_012967,1499240,1500340	0.9318182	0.9554545
NC_012967,1500350,1500395	0.8000000	0.8222222
NC_012967,1503072,1503108	1.0000000	0.0000000
NC_012967,1503159,1503203	0.8181818	0.8181818
NC_012967,1503284,1503310	0.0000000	1.0000000
NC_012967,1503578,1503603	1.0000000	0.0000000
NC_012967,1503624,1503855	0.9956710	0.7748918
NC_012967,1503864,1506342	0.9919290	0.9128329
NC_012967,1506359,1506527	0.8571429	1.0000000
NC_012967,1506540,1506643	0.6990291	0.9611651
NC_012967,1506651,1506728	0.4675325	0.9350649
NC_012967,1506782,1506856	0.4864865	0.9594595
NC_012967,1506899,1511466	0.9691263	0.9581782
NC_012967,1511486,1512951	0.9610922	0.9563140
NC_012967,1512952,1513912	0.8770834	0.8687500
NC_012967,1513934,1521074	0.9565826	0.9289916
NC_012967,1521079,1521113	0.0000000	1.0000000
NC_012967,1521114,1521196	1.0000000	0.6951219
NC_012967,1521209,1521739	0.9471698	0.7660378
NC_012967,1521761,1525226	0.9855700	0.9722944
NC_012967,1525259,1526204	0.9724868	0.9894180
NC_012967,1526210,1528218	0.9870518	0.9492032
NC_012967,1528224,1531575	0.9227096	0.9755297
NC_012967,1531577,1532430	0.9273154	0.9331770
NC_012967,1532437,1533138	0.9871612	0.8616263
NC_012967,1533153,1534033	0.9431818	0.8875000
NC_012967,1534035,1534779	0.9529570	0.9059139
NC_012967,1534784,1535072	0.9201389	0.9236111
NC_012967,1535076,1535202	0.8571429	1.0000000
NC_012967,1535208,1536004	0.9623116	0.9547738
NC_012967,1536008,1537235	0.9421353	0.9421353
NC_012967,1537249,1537847	0.8762542	0.9648830
NC_012967,1537876,1537941	0.0000000	1.0000000
NC_012967,1537943,1540074	0.9915532	0.9450962
NC_012967,1540077,1540164	1.0000000	0.5517241
NC_012967,1540167,1541554	0.9560202	0.9055516
NC_012967,1541561,1541682	0.6363636	0.9752066
NC_012967,1541686,1544745	0.9637136	0.9316770
NC_012967,1544747,1544851	0.3461539	0.8461539
NC_012967,1544913,1545020	0.6728972	0.9439253
NC_012967,1545052,1545123	1.0000000	0.6338028
NC_012967,1545130,1545214	1.0000000	0.7142857
NC_012967,1545233,1545324	0.8791209	0.9780220
NC_012967,1545334,1545386	0.7884616	1.0000000
NC_012967,1545402,1545438	0.0000000	1.0000000
NC_012967,1545449,1545488	0.0000000	1.0000000
NC_012967,1545568,1547781	0.9471306	0.9606869
NC_012967,1547788,1549084	0.9629630	0.7924383
NC_012967,1549086,1550706	0.9672840	0.9586419
NC_012967,1550707,1556094	0.9651012	0.9710414
NC_012967,1556100,1557954	0.9600863	0.9822006
NC_012967,1557962,1558295	1.0000000	0.8468468
NC_012967,1558301,1560684	0.9576164	0.9315988
NC_012967,1560688,1560790	0.7941176	0.6862745
NC_012967,1560796,1561462	0.9894895	0.9624625
NC_012967,1561465,1572920	0.9568747	0.9759057
NC_012967,1572922,1573071	0.8389262	0.9127517
NC_012967,1573087,1573169	0.7195122	0.6341463
NC_012967,1573181,1577466	0.9794632	0.9197199
NC_012967,1577470,1580126	0.9623494	0.9608434
NC_012967,1580128,1580464	0.9523810	0.7113096
NC_012967,1580473,1580556	0.9759036	0.4337350
NC_012967,1580557,1580973	1.0000000	0.7788461
NC_012967,1580984,1582068	0.9446495	0.9861624
NC_012967,1582075,1583188	0.9523810	0.9559748
NC_012967,1583191,1585469	0.9863915	0.9525900
NC_012967,1585474,1586406	0.9935622	0.8680258
NC_012967,1586408,1589982	0.9667040	0.9205372
NC_012967,1589994,1592425	0.9230769	0.9518716
NC_012967,1592435,1592555	0.8416666	1.0000000
NC_012967,1592557,1594366	0.9292427	0.8512990
NC_012967,1594368,1599384	0.9702951	0.9156699
NC_012967,1599389,1600172	0.9642401	0.9386973
NC_012967,1600185,1600452	1.0000000	0.8951311
NC_012967,1600455,1600545	1.0000000	0.4000000
NC_012967,1600584,1600812	1.0000000	0.3201754
NC_012967,1600892,1600928	1.0000000	0.0000000
NC_012967,1600953,1601000	1.0000000	0.0000000
NC_012967,1601013,1601215	1.0000000	0.7128713
NC_012967,1601219,1601258	1.0000000	0.0000000
NC_012967,1601260,1601449	0.9894180	0.9523810
NC_012967,1601481,1601554	1.0000000	0.5890411
NC_012967,1601593,1601653	0.6666667	0.6000000
NC_012967,1601753,1601835	0.9756098	0.5731707
NC_012967,1601845,1601910	0.8307692	0.9538462
NC_012967,1601915,1601942	1.0000000	0.0000000
NC_012967,1601954,1602011	0.6315789	0.9122807
NC_012967,1602036,1602213	0.7683616	0.7288136
NC_012967,1602219,1602753	0.9588015	0.9157304
NC_012967,1602757,1604870	0.9858022	0.9659252
NC_012967,1604872,1605541	0.9835575	0.8729447
NC_012967,1605759,1606695	0.8952991	0.9220086
NC_012967,1606703,1606739	0.0000000	1.0000000
NC_012967,1607778,1607853	0.9200000	0.5733333
NC_012967,1607855,1607946	0.8131868	1.0000000
NC_012967,1607954,1608061	0.5327103	1.0000000
NC_012967,1609050,1609104	0.0000000	1.0000000
NC_012967,1609119,1612900	0.9457815	0.8786035
NC_012967,1612910,1613007	0.6701031	0.9690722
NC_012967,1613008,1615556	0.9839090	0.9160126
NC_012967,1616638,1624828	0.9543346	0.9544566
NC_012967,1624837,1625864	0.9795521	0.9425511
NC_012967,1625871,1625919	0.7500000	1.0000000
NC_012967,1625932,1630382	0.9564045	0.9725842
NC_012967,1630394,1634219	0.9694118	0.9492810
NC_012967,1634223,1635019	0.9384422	0.9635679
NC_012967,1635069,1635178	0.6972477	0.5596330
NC_012967,1635183,1642690	0.9721593	0.9481817
NC_012967,1642691,1648026	0.9602624	0.9244611
NC_012967,1648027,1651861	0.9694836	0.9350548
NC_012967,1651865,1652074	0.9665072	0.8899522
NC_012967,1652079,1652806	0.9807428	0.9325997
NC_012967,1652819,1654433	0.9553903	0.8754647
NC_012967,1654467,1654546	1.0000000	0.0000000
NC_012967,1654554,1656188	0.9785802	0.9290085
NC_012967,1656189,1656228	0.0000000	1.0000000
NC_012967,1656237,1656815	0.9636678	0.9653979
NC_012967,1656878,1657661	0.9157088	0.9246488
NC_012967,1657668,1662167	0.9677706	0.9197599
NC_012967,1662193,1662279	0.8953488	0.5348837
NC_012967,1662296,1664083	0.9244544	0.9127029
NC_012967,1664102,1664166	0.5625000	0.8125000
NC_012967,1664171,1664241	0.9142857	0.8000000
NC_012967,1664242,1665253	0.9307616	0.8882295
NC_012967,1665260,1665368	1.0000000	0.6296296
NC_012967,1665401,1665458	1.0000000	0.7368421
NC_012967,1665466,1668179	0.9384446	0.9332842
NC_012967,1668187,1670600	0.9241608	0.9788645
NC_012967,1670615,1671143	0.9640151	0.9507576
NC_012967,1671152,1675888	0.9710726	0.9260980
NC_012967,1675894,1675952	0.8793104	0.9137931
NC_012967,1675971,1676032	1.0000000	0.5901639
NC_012967,1676044,1676806	0.9383202	0.9068242
NC_012967,1676847,1681394	0.9566748	0.9507368
NC_012967,1681400,1683265	0.9941019	0.8900805
NC_012967,1683271,1683377	1.0000000	0.8301887
NC_012967,1683388,1683872	0.9442149	0.8822314
NC_012967,1683873,1685522	0.9260158	0.9102486
NC_012967,1685538,1685602	0.9687500	0.6718750
NC_012967,1685610,1686067	0.8293217	0.9781182
NC_012967,1686085,1686189	1.0000000	0.6250000
NC_012967,1686197,1686275	1.0000000	0.6538461
NC_012967,1686283,1686613	0.8484849	1.0000000
NC_012967,1686614,1687250	0.8726415	0.9528302
NC_012967,1687275,1688114	0.9702026	0.8927295
NC_012967,1688121,1691520	0.9847014	0.9364519
NC_012967,1691532,1694116	0.9806501	0.9160216
NC_012967,1694117,1694230	0.7433628	0.9911504
NC_012967,1694238,1695824	0.9627995	0.9319041
NC_012967,1695826,1696933	0.9196025	0.9042457
NC_012967,1696935,1697672	0.9280868	0.8602442
NC_012967,1697682,1699321	0.9694936	0.9884076
NC_012967,1699323,1702161	0.9665257	0.9689922
NC_012967,1702171,1702983	0.9815271	0.9051724
NC_012967,1702989,1704544	0.9877813	0.9209003
NC_012967,1704556,1705841	0.9525292	0.8778210
NC_012967,1705843,1705999	0.7884616	0.6987180
NC_012967,1706017,1706355	1.0000000	0.9378698
NC_012967,1706370,1707130	0.9618421	0.8486842
NC_012967,1707134,1710134	0.9713333	0.8800000
NC_012967,1710139,1710568	0.8508158	0.8834499
NC_012967,1710576,1710701	1.0000000	0.4880000
NC_012967,1710719,1714060	0.9338521	0.9598923
NC_012967,1714103,1717454	0.9236049	0.9167413
NC_012967,1717461,1721140	0.9393857	0.9714596
